black1,red1,strike1,black2,red2,strike2,title,start_date_f,end_date_f,lat,lng,address,description,tags,source
0,0,0,0,0,0,Dark Matter Series: Science in Motion,2015-08-11T23:00:00Z,2015-08-12T00:30:00Z,41.936689,-87.786083,"3104 N. Narragansett Avenue, Chicago, IL 60634"," Join us for science, crafts, games,<em> </em><a id=""ember16228"" href=""https://chipublib.bibliocommons.com/item/show/8695681081"" data-add-title-link=""8695681081""><u>Ender's Game</u></a> book talk, and more!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Open Hours,2015-08-12T20:00:00Z,2015-08-12T22:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",art/entertainment,library
0,0,0,0,0,0,Games Night,2015-08-12T22:00:00Z,2015-08-12T23:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632","Have you heard that we have a PS3? We totally have a PS3 with a bunch of games and 5 controllers! Also board games, like Settlers of Catan, and this one card game that maybe doesn't have any rules.",art/entertainment,library
0,0,0,0,0,0,Wired Wednesdays: Teen Tech Series,2015-08-12T22:30:00Z,2015-08-12T23:30:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624","Each week, explore different software and forms of technology while expressing yourself creatively. Learn about video and music editing as well as digital media and technology in this engaging drop-in program series for teens in grades 9 to 12.",art/entertainment,library
1,0,0,0,1,0,Women Heroes of World War I,2015-08-12T23:00:00Z,2015-08-13T00:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","The years leading up to the Great War witnessed a global intensifying of both nationalism and suffragist endeavors. When the war mobilized women worldwide, some of their contributions became powerful symbols in their government's propaganda efforts as well as in women's rights movements. Kathryn Atwood, author of <a id=""ember3191"" data-add-title-link=""8815083081"" href=""/item/show/8815083081"">Women Heroes of World War I</a>, will highlight the stories of women whose wartime work was utilized in these two ways. Books will be available for purchase.",art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-13T19:00:00Z,2015-08-13T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-08-13T20:00:00Z,2015-08-13T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",entertainment,library
0,0,0,0,0,0,YOUmedia T-Shirt Graphic Design,2015-08-13T21:00:00Z,2015-08-13T23:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Borrow silhouette concepts to design your own t-shirt by using special apps to photograph unique ideas and edit them on Adobe Illustrator and Photoshop. ,entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-14T19:00:00Z,2015-08-14T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Magic: The Gathering,2015-08-15T16:00:00Z,2015-08-15T18:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Play trading card games, and challenge yourself to build strategies, skills, and imagination through online platforms.",art,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-15T19:00:00Z,2015-08-15T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",entertainment,library
0,0,0,0,0,0,Explore and Soar Extravaganza,2015-08-15T19:00:00Z,2015-08-15T21:00:00Z,41.762506,-87.563816,"2505 E. 73rd Street, Chicago, IL 60649","Come to this party and awards ceremony to celebrate our astronomical achievements during the <em>Explore and Soar </em>Summer Learning Challenge. Enjoy games, crafts, and raffle prizes. Supernova achievers will get to ""moonpie"" the children's librarian in the face. All participants will receive a certificate.",entertainment,library
0,0,0,0,0,0,Stylish Saturdays,2015-08-15T19:00:00Z,2015-08-15T20:00:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624","You're a star and you can make sure everyone knows it with your own DIY constellation scarf! We'll be learning about to great ways to personalize clothing, stamping and embroidery. ",entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-16T19:00:00Z,2015-08-16T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",entertainment,library
0,0,0,0,0,0,Electronics 101,2015-08-17T18:00:00Z,2015-08-17T19:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632","Ever wondered how a light switch works? Or why a bird can sit on a power line without getting shocked? You can get the answers and start making your own basic electronics in just a few minutes! Every Monday through August 24, we'll have a drop-in, hands-on workshop for kids and teens.",art/entertainment,library
0,0,0,0,0,0,Lunch Bus,2015-08-17T18:30:00Z,2015-08-17T19:00:00Z,41.830263,-87.673465,"1915 W. 35th Street , Chicago, IL 60609",The Greater Chicago Food Depository's Summer Lunch Bus brings healthy meals to children 18 and under Monday through Friday from June 22 to September 4 (Except July 3rd).  All meals must be eaten on-site.,art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-17T19:00:00Z,2015-08-17T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Open Hours,2015-08-17T20:00:00Z,2015-08-17T22:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-18T19:00:00Z,2015-08-18T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-18T19:00:00Z,2015-08-18T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,YOUmedia New Media Arts in Painting &amp; Drawing,2015-08-18T21:00:00Z,2015-08-18T23:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Arts and crafts aficionados use Fresh Paint, a new media arts Microsoft app, to paint and draw on canvases in ways that make the end product look like it was handmade.",art/entertainment,library
0,0,0,0,0,0,Tactical Tuesday,2015-08-18T21:00:00Z,2015-08-18T22:00:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624",Love games and gaming? Then you need to come meet some other teens with similar interests and check out our PS3 and game collection while you're at it. For teens in grades 9 through 12.,art/entertainment,library
0,0,0,0,0,0,Chess on the EDGE,2015-08-18T22:30:00Z,2015-08-19T00:45:00Z,41.990996,-87.660757,"6000 N. Broadway, Chicago, IL 60660","Chess on the EDGE meets on the first and third Tuesday of each month for open play, game analysis, teaching, and tactical problems. An experienced player is present to facilitate each meeting. Participants must be at least eight years old. All levels are welcome.",art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-19T19:00:00Z,2015-08-19T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Open Hours,2015-08-19T20:00:00Z,2015-08-19T22:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",art/entertainment,library
0,0,0,0,0,0,Wired Wednesdays: Teen Tech Series,2015-08-19T22:30:00Z,2015-08-19T23:30:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624","Each week, explore different software and forms of technology while expressing yourself creatively. Learn about video and music editing as well as digital media and technology in this engaging drop-in program series for teens in grades 9 to 12.",art/entertainment,library
0,0,0,0,0,0,Graphic Novel Night at First Aid Comics,2015-08-19T23:30:00Z,2015-08-20T00:30:00Z,41.8695932,-87.6559711,"1142 W Taylor St, Chicago, IL 60607"," Meet us at First Aid Comics for a discussion of <a id=""ember9248"" href=""/item/show/8426286081"" data-add-title-link=""8426286081"">Final Crisis</a> by Grant Morrison.",art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-20T19:00:00Z,2015-08-20T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-08-20T20:00:00Z,2015-08-20T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art/entertainment,library
0,0,0,0,0,0,Moon Walk: Games For the Space Age,2015-08-20T20:30:00Z,2015-08-20T22:00:00Z,41.938837,-87.754554,"5108 W. Belmont Avenue, Chicago, IL 60641"," Kids ages 11 and up, check out our PS3 and play video games or board games.",art/entertainment,library
0,0,0,0,0,0,YOUmedia T-Shirt Graphic Design,2015-08-20T21:00:00Z,2015-08-20T23:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Borrow silhouette concepts to design your own t-shirt by using special apps to photograph unique ideas and edit them on Adobe Illustrator and Photoshop. ,art/entertainment,library
0,0,0,0,0,0,Galactic Game Nights,2015-08-20T23:30:00Z,2015-08-21T00:30:00Z,41.936689,-87.786083,"3104 N. Narragansett Avenue, Chicago, IL 60634",Build with your Brother.,art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-21T19:00:00Z,2015-08-21T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Magic: The Gathering,2015-08-22T16:00:00Z,2015-08-22T18:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Play trading card games, and challenge yourself to build strategies, skills, and imagination through online platforms.",art,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-22T19:00:00Z,2015-08-22T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-23T19:00:00Z,2015-08-23T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,Electronics 101,2015-08-24T18:00:00Z,2015-08-24T19:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632","Ever wondered how a light switch works? Or why a bird can sit on a power line without getting shocked? You can get the answers and start making your own basic electronics in just a few minutes! Every Monday through August 24, we'll have a drop-in, hands-on workshop for kids and teens.",art/entertainment,library
0,0,0,0,0,0,Lunch Bus,2015-08-24T18:30:00Z,2015-08-24T19:00:00Z,41.830263,-87.673465,"1915 W. 35th Street , Chicago, IL 60609",The Greater Chicago Food Depository's Summer Lunch Bus brings healthy meals to children 18 and under Monday through Friday from June 22 to September 4 (Except July 3rd).  All meals must be eaten on-site.,art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-24T19:00:00Z,2015-08-24T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Open Hours,2015-08-24T20:00:00Z,2015-08-24T22:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-25T19:00:00Z,2015-08-25T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-25T19:00:00Z,2015-08-25T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",entertainment,library
0,0,0,0,0,0,YOUmedia New Media Arts in Painting &amp; Drawing,2015-08-25T21:00:00Z,2015-08-25T23:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Arts and crafts aficionados use Fresh Paint, a new media arts Microsoft app, to paint and draw on canvases in ways that make the end product look like it was handmade.",entertainment,library
0,0,0,0,0,0,Tactical Tuesday,2015-08-25T21:00:00Z,2015-08-25T22:00:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624",Love games and gaming? Then you need to come meet some other teens with similar interests and check out our PS3 and game collection while you're at it. For teens in grades 9 through 12.,entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-26T19:00:00Z,2015-08-26T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Open Hours,2015-08-26T20:00:00Z,2015-08-26T22:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",art/entertainment,library
0,0,0,0,0,0,Wired Wednesdays: Teen Tech Series,2015-08-26T22:30:00Z,2015-08-26T23:30:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624","Each week, explore different software and forms of technology while expressing yourself creatively. Learn about video and music editing as well as digital media and technology in this engaging drop-in program series for teens in grades 9 to 12.",art/entertainment,library
0,0,0,0,0,0,YOUmedia Teen Space,2015-08-27T19:00:00Z,2015-08-27T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Come hang out, mess around and geek out!",entertainment,library
0,0,0,0,1,0,Drawing in the 3rd Dimension,2015-08-27T20:00:00Z,2015-08-27T21:00:00Z,41.7623,-87.6005,"1000 E. 73rd Street, Chicago, IL 60619","Learn about 3D modeling and construction in space, then use 3-Doodler 3D printing pens to model problem-solving designs of your own!",entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-08-27T20:00:00Z,2015-08-27T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",entertainment,library
0,0,0,0,0,0,YOUmedia T-Shirt Graphic Design,2015-08-27T21:00:00Z,2015-08-27T23:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Borrow silhouette concepts to design your own t-shirt by using special apps to photograph unique ideas and edit them on Adobe Illustrator and Photoshop. ,entertainment,library
1,0,0,0,0,0,Star Wars Reader's Theater,2015-08-27T21:00:00Z,2015-08-27T22:00:00Z,41.990996,-87.660757,"6000 N. Broadway, Chicago, IL 60660","Shakespeare is meant to be read aloud, so to is <a id=""ember4220"" href=""/item/show/8715045081"" data-add-title-link=""8715045081"">William Shakespeare's Star Wars</a>. Read, act, direct, and turn William Shakespeare's Star Wars by Ian Doescher into a performance for the Edgewater Branch's celebration of Star Wars Reads Day in October.",entertainment,library
0,0,0,0,0,0,YOUmedia Magic: The Gathering,2015-08-29T16:00:00Z,2015-08-29T18:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Play trading card games, and challenge yourself to build strategies, skills, and imagination through online platforms.",art,library
0,0,0,0,0,0,Graphic Content: A Book Club for Teens,2015-08-29T19:00:00Z,2015-08-29T20:00:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624","Join teens in your community for activities and a chance to read and discuss banned, challenged or censored teen books, and the concerns about them. This month we're reading <a id=""ember24539"" href=""/item/show/1243813081"" data-add-title-link=""1243813081"">I Know Why the Caged Bird Sings</a><em> </em>by Maya Angelou. For teens in grades 9 through 12.",art/entertainment,library
0,0,0,0,0,0,Lunch Bus,2015-08-31T18:30:00Z,2015-08-31T19:00:00Z,41.830263,-87.673465,"1915 W. 35th Street , Chicago, IL 60609",The Greater Chicago Food Depository's Summer Lunch Bus brings healthy meals to children 18 and under Monday through Friday from June 22 to September 4 (Except July 3rd).  All meals must be eaten on-site.,art/entertainment,library
0,0,0,0,0,0,Chess on the EDGE,2015-09-01T22:30:00Z,2015-09-02T00:45:00Z,41.990996,-87.660757,"6000 N. Broadway, Chicago, IL 60660","Chess on the EDGE meets on the first and third Tuesday of each month for open play, game analysis, teaching, and tactical problems. An experienced player is present to facilitate each meeting. Participants must be at least eight years old. All levels are welcome.",entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-09-03T20:00:00Z,2015-09-03T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",entertainment,library
0,0,0,0,0,0,Non-Fiction Book Club:  No Impact Man,2015-09-05T19:00:00Z,2015-09-05T20:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Join us for a discussion of <a id=""ember3105"" data-add-title-link=""8413346081"" href=""/item/show/8413346081"">No Impact Man</a>.",art/entertainment,library
0,0,0,0,0,0,Games Night,2015-09-09T22:00:00Z,2015-09-09T23:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632","Have you heard that we have a PS3? We totally have a PS3 with a bunch of games and 5 controllers! Also board games, like Settlers of Catan, and this one card game that maybe doesn't have any rules.",art,library
0,0,0,0,0,0,Teen Game Room,2015-09-10T20:00:00Z,2015-09-10T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",entertainment,library
0,0,0,0,0,0,Chess on the EDGE,2015-09-15T22:30:00Z,2015-09-16T00:45:00Z,41.990996,-87.660757,"6000 N. Broadway, Chicago, IL 60660","Chess on the EDGE meets on the first and third Tuesday of each month for open play, game analysis, teaching, and tactical problems. An experienced player is present to facilitate each meeting. Participants must be at least eight years old. All levels are welcome.",entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-09-17T20:00:00Z,2015-09-17T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2015-09-24T20:00:00Z,2015-09-24T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",entertainment,library
1,0,0,0,0,0,Star Wars Reader's Theater,2015-09-24T21:00:00Z,2015-09-24T22:00:00Z,41.990996,-87.660757,"6000 N. Broadway, Chicago, IL 60660","Shakespeare is meant to be read aloud, so to is <a id=""ember5005"" href=""/item/show/8715045081"" data-add-title-link=""8715045081"">William Shakespeare's Star Wars</a>. Read, act, direct, and turn William Shakespeare's Star Wars by Ian Doescher into a performance for the Edgewater Branch's celebration of Star Wars Reads Day in October.",entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-10-01T20:00:00Z,2015-10-01T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2015-10-08T20:00:00Z,2015-10-08T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Games Night,2015-10-14T22:00:00Z,2015-10-14T23:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632","Have you heard that we have a PS3? We totally have a PS3 with a bunch of games and 5 controllers! Also board games, like Settlers of Catan, and this one card game that maybe doesn't have any rules.",art,library
0,0,0,0,0,0,Teen Game Room,2015-10-15T20:00:00Z,2015-10-15T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-10-22T20:00:00Z,2015-10-22T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2015-10-29T20:00:00Z,2015-10-29T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2015-11-05T21:00:00Z,2015-11-05T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",entertainment,library
0,0,0,0,0,0,Games Night,2015-11-11T23:00:00Z,2015-11-12T00:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632","Have you heard that we have a PS3? We totally have a PS3 with a bunch of games and 5 controllers! Also board games, like Settlers of Catan, and this one card game that maybe doesn't have any rules.",art,library
0,0,0,0,0,0,Teen Game Room,2015-11-12T21:00:00Z,2015-11-12T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art/entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-11-19T21:00:00Z,2015-11-19T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2015-11-26T21:00:00Z,2015-11-26T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-12-03T21:00:00Z,2015-12-03T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Games Night,2015-12-09T23:00:00Z,2015-12-10T00:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632","Have you heard that we have a PS3? We totally have a PS3 with a bunch of games and 5 controllers! Also board games, like Settlers of Catan, and this one card game that maybe doesn't have any rules.",art,library
0,0,0,0,0,0,Teen Game Room,2015-12-10T21:00:00Z,2015-12-10T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art/entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-12-17T21:00:00Z,2015-12-17T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",entertainment,library
0,0,0,0,0,0,Teen Game Room,2015-12-24T21:00:00Z,2015-12-24T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2015-12-31T21:00:00Z,2015-12-31T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-01-07T21:00:00Z,2016-01-07T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-01-14T21:00:00Z,2016-01-14T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-01-21T21:00:00Z,2016-01-21T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-01-28T21:00:00Z,2016-01-28T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-02-04T21:00:00Z,2016-02-04T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-02-11T21:00:00Z,2016-02-11T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-02-18T21:00:00Z,2016-02-18T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-02-25T21:00:00Z,2016-02-25T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-03-03T21:00:00Z,2016-03-03T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-03-10T21:00:00Z,2016-03-10T23:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-03-17T20:00:00Z,2016-03-17T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-03-24T20:00:00Z,2016-03-24T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-03-31T20:00:00Z,2016-03-31T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-04-07T20:00:00Z,2016-04-07T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-04-14T20:00:00Z,2016-04-14T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-04-21T20:00:00Z,2016-04-21T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-04-28T20:00:00Z,2016-04-28T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-05-05T20:00:00Z,2016-05-05T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
0,0,0,0,0,0,Teen Game Room,2016-05-12T20:00:00Z,2016-05-12T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art,library
