black1,red1,strike1,black2,red2,strike2,title,start_date_f,end_date_f,lat,lng,address,description,tags,source
0,0,0,0,1,0,YOUmedia Create Wednesday ,2015-07-08T19:00:00Z,2015-07-08T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Draw, make zines and do crafts. ",art/entertainment,library
0,0,0,0,1,0,Cyber Space Gamers,2015-07-08T19:00:00Z,2015-07-08T20:30:00Z,41.8943707,-87.7064607,"733 N. Kedzie Avenue, Chicago, IL 60612",Join us to learn something new from doing a hands-on activity. We may try one of the Brain Games activities found in your Summer Learning Challenge Explorer's Guide.,art/entertainment,library
0,0,0,0,1,0,Teen Reading Cafe,2015-07-08T19:00:00Z,2015-07-08T19:30:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609", Work on your summer reading a bit at a time over a tasty beverage.,art/entertainment,library
1,0,0,1,0,0,Explore Photography &amp; Video,2015-07-08T19:00:00Z,2015-07-08T20:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Take your knowledge of video and photography to a new level by planning a solo or group trip to a place of your choice. The trip will require research into a location, a theme, other artists, and planning, but the results will be totally unique!",art/entertainment,library
0,0,0,0,1,0,YOUmedia Open Hours,2015-07-08T20:00:00Z,2015-07-08T22:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",art/entertainment,library
1,0,0,1,0,0,Let's Talk Comics,2015-07-08T21:00:00Z,2015-07-08T22:30:00Z,41.8949119,-87.7478671,"4856 W. Chicago Avenue, Chicago, IL 60651","Calling on teen comic enthusiasts to come talk comics, create your own zine and comic book.",art/entertainment,library
0,0,0,0,1,0,Engineering with Dyson,2015-07-08T21:00:00Z,2015-07-08T22:30:00Z,41.889163,-87.765762,"5615 W. Race Avenue, Chicago, IL 60644",James Dyson Foundation staff and volunteers bring engineering to life through rapid prototyping challenges. ,art/entertainment,library
1,0,0,1,0,0,Board Game Night,2015-07-08T21:30:00Z,2015-07-08T23:30:00Z,41.780263,-87.607001,"731 E. 63rd Street, Chicago, IL 60637",Join us for our bi-monthly teen board game night.,art/entertainment,library
0,0,0,0,1,0,Words Frames &amp; Pixels: Let's Make a Video,2015-07-08T22:00:00Z,2015-07-08T23:00:00Z,41.720915,-87.642915,"9525 S. Halsted Street, Chicago, IL 60628","Join us each Wednesday for a workshop that will help you express yourself using words, images and/or video.",art/entertainment,library
1,0,0,0,1,0,Games Night,2015-07-08T22:00:00Z,2015-07-08T23:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632","Have you heard that we have a PS3? We totally have a PS3 with, like, 5 controllers! Also board games, like Settlers of Catan and this one really weird card game.",art/entertainment,library
0,0,1,0,1,0,Stellar Shrinky Dinks,2015-07-08T22:00:00Z,2015-07-08T23:00:00Z,41.7623,-87.6005,"1000 E. 73rd Street, Chicago, IL 60619", Create your own shrinky dink pendants from recycled plastic. ,art/entertainment,library
0,0,0,0,1,0,Wired Wednesdays: Teen Tech Series,2015-07-08T22:30:00Z,2015-07-08T23:30:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624","Each week, explore different software and forms of technology while expressing yourself creatively. Learn about video and music editing as well as digital media and technology in this engaging drop-in program series for teens in grades 9 to 12.",art/entertainment,library
0,0,0,1,0,0,F.L.O.W. Open Mic Night,2015-07-08T22:30:00Z,2015-07-09T00:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Perform poetry, music, dance, comedy and more in YOUmedia's very own open mic night. Experiment with a wide variety of media, as well as recording it all live. Come early to get your name on the performance list and start working on your stage presence. Fresh.Lyrics.On.Wednesdays.",art/entertainment,library
0,0,0,1,0,0,Chicago Artists Month 2015 Meet Up Session  ,2015-07-08T23:00:00Z,2015-07-09T00:30:00Z,41.9627,-87.6844,"4455 N. Lincoln Avenue, Chicago, IL 60625","Would you like to participate in Chicago Artists Month 2015 and also learn about marketing opportunities available for artists? Come to this event on <span class=""aBn""><span class=""aQJ"" data-redactor-class=""aQJ"">July 8th</span></span> to learn how one applies to participate in CAM, network and learn about the resources available to artists through this exciting marketing platform.",art/entertainment,library
0,0,0,0,1,0,Scopes in the City at the NMPRAC,2015-07-09T17:30:00Z,2015-07-09T20:30:00Z,41.9023072,-87.7033299,"3015 W Division St, Chicago, IL 60622","<img style=""width: 233px; height: 178.63px;"" src=""https://chipublib.bibliocommons.com/events/images/full/d7a7b068cc6cc76d0709b95b4af3a56e/Searching.png"" unselectable=""on"">",art/entertainment,library
0,0,1,0,1,0,Intuit: Outsider Art,2015-07-09T18:00:00Z,2015-07-09T20:00:00Z,41.990996,-87.660757,"6000 N. Broadway, Chicago, IL 60660","You don't have to be an ""artist"" to create art. <a href=""http://www.art.org/"">The Center for Intuitive and Outsider Art</a> is hosting an art workshop to teach us about art outside of the mainstream. Let us empower your creativity!",art/entertainment,library
0,0,0,0,1,0,Home School Meet-Up,2015-07-09T18:30:00Z,2015-07-09T20:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Come spend time in YOUmedia with other Chicago area home school students. We make art, play games and hang out!",entertainment,library
0,0,0,0,1,0,YOUmedia Video Thursday,2015-07-09T19:00:00Z,2015-07-09T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Learn about photography, make videos and record music and podcasts.",entertainment,library
0,0,0,0,1,0,Warp Speed Crafts,2015-07-09T19:00:00Z,2015-07-09T20:00:00Z,41.782208,-87.703383,"6120 S. Kedzie Avenue, Chicago, IL 60629","All ages are invited to this quick, drop-in make and take crafts program. ",entertainment,library
0,0,0,1,0,0,Star Readers Cafe,2015-07-09T19:00:00Z,2015-07-09T20:00:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624",Looking for a cool place to escape the heat this summer? Need to catch up on your reading for the summer? Drop in to Star Readers CafÍ©! Enjoy a lemonade or Italian soda from our cafe while you read a book or magazine from our collection. For kids in 1st-8th grade.,art/entertainment,library
0,0,0,0,1,0,Teen Reading Cafe,2015-07-09T19:00:00Z,2015-07-09T19:30:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609", Work on your summer reading a bit at a time over a tasty beverage.,art/entertainment,library
0,0,0,0,1,0,Defy Gravity: Teens,2015-07-09T19:00:00Z,2015-07-09T20:00:00Z,41.816408,-87.642447,"642 W. 43rd Street, Chicago, IL 60609","Teens (ages 12-18) can drop in to register for the Defy Gravity Teen Summer Challenge, talk books and create awesomeness. ",art/entertainment,library
0,0,0,0,1,0,_„æNew Voices on the Studs Terkel Radio Archive,2015-07-09T19:00:00Z,2015-07-09T21:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","New Voices on the Studs Terkel Radio Archive empowers youth to use 21st century skills in developing a multi-media exhibit and digital archive, inserting youth voice into the cultural and historical narratives captured by Studs Terkel.",art/entertainment,library
1,0,0,0,1,0,Teen Game Room,2015-07-09T20:00:00Z,2015-07-09T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Unwind, relax and hang out with friends over some board games and video games!",art/entertainment,library
0,0,0,0,1,0,Teen Tech,2015-07-09T20:00:00Z,2015-07-09T22:00:00Z,41.8949119,-87.7478671,"4856 W. Chicago Avenue, Chicago, IL 60651",Let's have fun creating out of this world t-shirt designs and learn about your mood. Eight weeks of continual exploration.,art/entertainment,library
0,0,0,0,1,0,INTUIT Outsider Art DIY Workshop,2015-07-09T20:00:00Z,2015-07-09T22:00:00Z,41.895745,-87.668496,"1625 W. Chicago Avenue, Chicago, IL 60622","Join <a href=""http://www.art.org/"">INTUIT: The Center for Intuitive and Outsider Art</a> for a one-hour workshop in which you will learn and talk about Outsider Art while creating a one-of-a-kind (often wearable) art piece using found and re-purposed materials. Then your artwork can be digitally captured and featured on Intuit's teen-curated online gallery. Make art for your own enjoyment and expression; NO EXPERIENCE NECESSARY!",art/entertainment,library
0,0,0,1,0,0,War of the Worlds - Original Radio Broadcast,2015-07-09T20:30:00Z,2015-07-09T22:00:00Z,41.9627,-87.6844,"4455 N. Lincoln Avenue, Chicago, IL 60625","We'll set the scene: you and your family gather around the radio the evening of October 30, 1938. You are listening to the same program you listen to every week; but tonight, the program is very different. The program is interrupted and all of America will be in a panic. You and millions of listeners are led to believe that the earth is being attacked - by ALIENS!!",art/entertainment,library
0,0,0,0,1,0,YOUmedia T-Shirt Graphic Design,2015-07-09T21:00:00Z,2015-07-09T23:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Borrow silhouette concepts to design your own t-shirt by using special apps to photograph unique ideas and edit them on Adobe Illustrator and Photoshop. ,art/entertainment,library
0,0,0,0,1,0,Circuit Workshop,2015-07-09T21:00:00Z,2015-07-09T22:00:00Z,41.9627,-87.6844,"4455 N. Lincoln Avenue, Chicago, IL 60625",Create circuits that light up with circuit stickers and copper tape. For teens in grades 9-12.,art/entertainment,library
0,0,1,1,0,0,Tinker Studio,2015-07-09T21:00:00Z,2015-07-09T22:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605",Interested in making but you don't know what to create? Every week we will work on a new project using tools like Makey Makey Solar Cars Arduino LED Little Bits and more. You don't have to be a maker to create but you need willingness to try.,art/entertainment,library
0,0,1,0,1,0,Engineering with Dyson,2015-07-09T22:00:00Z,2015-07-09T23:30:00Z,41.8949119,-87.7478671,"4856 W. Chicago Avenue, Chicago, IL 60651","James Dyson Foundation staff and volunteers bring engineering to life through rapid prototyping challenges. Teens will get to experience the design process first-hand by creating a solution to an everyday frustration using bits of Dyson machines, cardboard, glue and lots of tape.",art/entertainment,library
0,0,0,0,1,0,TSC Read-a-thon,2015-07-10T18:00:00Z,2015-07-10T21:00:00Z,41.909437,-87.768889,"5724 W. North Avenue, Chicago, IL 60639","<img src=""https://chipublib.bibliocommons.com/events/images/full/f3d07cfd4f4e1cb33db57f37a714fee2/Defy Gravity 300x230.jpg"" unselectable=""on"">Come level up your next hundred minutes for the Teen Summer Challenge. Drop in, hang out and read with us!  Snacks provided. ",art/entertainment,library
1,0,0,0,1,0,Game Night,2015-07-10T18:00:00Z,2015-07-10T19:00:00Z,41.738396,-87.702283,"8530 S. Kedzie Avenue, Chicago, IL 60652","Hang out and mess around with us! Play games on our PS3, work on crafts in our open studio or set up a tabletop gaming session. It's all up to you.",art/entertainment,library
0,0,0,0,1,0,Green Screen Sessions,2015-07-10T18:00:00Z,2015-07-10T22:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608",Create your own world with iMovie and our green screen!,art/entertainment,library
1,0,0,0,1,0,First Friday Film: Gravity,2015-07-10T19:00:00Z,2015-07-10T20:45:00Z,41.869363,-87.65441,"1101 W. Taylor Street, Chicago, IL 60607","July's featured film is<em> <a id=""ember11865"" href=""/item/show/8774386081"" data-add-title-link=""8774386081"">Gravity</a></em> starring Sandra Bullock and directed by Alfonso  CuarÍ_n.",art/entertainment,library
0,0,0,0,1,0,New Voices on the Studs Terkel Radio Archive,2015-07-10T19:00:00Z,2015-07-10T21:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","New Voices on the Studs Terkel Radio Archive empowers youth to use 21st century skills in developing a multi-media exhibit and digital archive, inserting youth voice into the cultural and historical narratives captured by Studs Terkel.",art/entertainment,library
0,0,1,0,1,0,Planet Read Cafe,2015-07-10T20:00:00Z,2015-07-10T21:30:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624",Looking for a cool place to escape the heat this summer? Need to catch up on your reading for the summer? Drop in to Planet Read CafÍ©! Enjoy a flavored coffee or Italian soda from our coffee bar while you read a book or magazine from our collection.,art/entertainment,library
0,0,1,0,1,0,Steamrollers Club,2015-07-10T20:30:00Z,2015-07-10T21:30:00Z,41.832264,-87.61753,"3436 S. King Drive, Chicago, IL 60616","Teen STEAM activities: crafts, games, brain teasers, challenges.  Join us as we steamroll through these fun activities!",art/entertainment,library
0,1,0,0,1,0,Game Day Goes to Space,2015-07-11T15:00:00Z,2015-07-11T21:00:00Z,41.805939,-87.590304,"4904 S. Lake Park Avenue, Chicago, IL 60615","  Play board games with a space theme all day long. Learn new games and enjoy some of your old favorites including Star Trek Catan, Star Munchkin, Martians, the Captain is Dead &amp; Merchants of Venus. Dungeons &amp; Dragons RPG will also be played. For adults and kids 9 and up. ",art,library
0,0,0,0,1,0,Korean Drumming Workshop with Global Pungmul Institute,2015-07-11T15:00:00Z,2015-07-11T17:00:00Z,41.9755882,-87.7137735,"3401 W. Foster Avenue, Chicago, IL 60625-4808",<strong>Global Pungmul Institute </strong>is a community-based cultural and educational organization dedicated to promoting Korean traditional cultural and performing arts known as <em>Pungmul</em>. You will learn throughout the four sessions in this summer:,art/entertainment,library
0,0,0,0,1,0,YOUmedia Magic: The Gathering,2015-07-11T16:00:00Z,2015-07-11T18:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Play trading card games, and challenge yourself to build strategies, skills, and imagination through online platforms.",art/entertainment,library
0,0,0,0,0,0,Manga Madness! ,2015-07-11T16:00:00Z,2015-07-11T18:00:00Z,41.936689,-87.786083,"3104 N. Narragansett Avenue, Chicago, IL 60634",Love manga comics? Create a manga comic book this summer! ,art/entertainment,library
0,0,0,0,0,0,1st Saturdays: Environmental Science,2015-07-11T16:00:00Z,2015-07-11T21:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","<img src=""https://chipublib.bibliocommons.com/events/images/full/bdfef7fce545dc79833ca67cb5e91c9c/1st Saturdays July.jpg"" unselectable=""on"">Explore environmental science through challenges with the help of professionals and discover how to jumpstart a career while caring about the environment.",art/entertainment,library
0,1,0,0,1,0,Earth to the Moon,2015-07-11T18:00:00Z,2015-07-11T20:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609",Recreate the first moon landing using green screen technology.,art/entertainment,library
0,0,0,0,0,0,CÍ_rculo de lectores La Casa en Mango Street / House on Mango Street Book Club,2015-07-11T18:00:00Z,2015-07-11T19:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","En sociedad con el Museo Nacional de Arte Mexicano, la Biblioteca Rudy Lozano, Sucursal de Biblioteca PÍ_blica de Chicago, ofrece el cÍ_rculo de lectores del libro <em>La Casa en Mango Street</em>, moderado por Francisco PiÍ±a.",art/entertainment,library
0,0,0,0,0,0,Family Game Time,2015-07-11T18:00:00Z,2015-07-11T21:00:00Z,41.8495331,-87.7051215,"2311 S. Kedzie Avenue, Chicago, IL 60623","Come and play with board games, blocks, puzzles, and playing cards. Bring along your family and friends. The more the merrier!",art/entertainment,library
0,0,0,0,0,0,Underground Feedback Stereo,2015-07-11T18:00:00Z,2015-07-11T19:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Learn basic recording techniques, music publishing, social media promotion and music production. We will guide you through the process of becoming an independent musician.",art/entertainment,library
0,0,0,0,0,0,Dar He: The Story of Emmett Til,2015-07-11T18:00:00Z,2015-07-11T19:30:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624","This film screening is part of The Best of Black Harvest Film Festival in the Chicago Public Library, 2015.",art,library
0,0,0,0,0,0,Science Saturday,2015-07-11T19:00:00Z,2015-07-11T20:00:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624",Love science? So do we! Each month over the summer we'll be doing some great science experiments and activities. This month explore the science of optical illusions by creating some of your own to take home! ,art/entertainment,library
0,0,0,0,0,0,Film Screening: Apollo 13,2015-07-11T19:00:00Z,2015-07-11T21:30:00Z,41.903937,-87.636761,"310 W. Division Street, Chicago, IL 60610"," It had been less than a year since the first man walked on the Moon, but to the American public, <a id=""ember3919"" href=""/item/show/2000590081"" data-add-title-link=""2000590081"">Apollo 13</a> was just another ""routine"" space flight. That is until the words pierced the immense void of space: ""Houston, we have a problem."" Stranded in a crippled spacecraft 205,000 miles from Earth, astronauts Jim Lovell, Fred Haise and Jack Swigert fight a desperate battle to survive. Meanwhile, at Mission Control, astronaut Ken Mattingly, flight director Gene Kranz and the efforts of a heroic ground crew race against time - and the odds - to bring the men home. ",art/entertainment,library
1,0,0,0,0,0,Introduction to Video &amp; Photography,2015-07-11T19:00:00Z,2015-07-11T20:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Take your knowledge of video and photography to a new level by planning a solo or group trip to a place of your choice. The trip will require research into a location, a theme, other artists, and planning, but the results will be totally unique!",art/entertainment,library
0,1,0,0,0,0,Electronics 101,2015-07-13T18:00:00Z,2015-07-13T19:00:00Z,41.80105,-87.726459,"5055 S. Archer Avenue, Chicago, IL 60632","Ever wondered how a light switch works? Or why a bird can sit on a power line without getting shocked? You can get the answers and start making your own basic electronics in just a few minutes! Every Monday through August 24, we'll have a drop-in, hands-on workshop for kids and teens.",art/entertainment,library
0,0,0,0,0,0,Lunch Bus,2015-07-13T18:30:00Z,2015-07-13T19:00:00Z,41.830263,-87.673465,"1915 W. 35th Street , Chicago, IL 60609",The Greater Chicago Food Depository's Summer Lunch Bus brings healthy meals to children 18 and under Monday through Friday from June 22 to September 4 (Except July 3rd).  All meals must be eaten on-site.,entertainment,library
0,0,0,0,0,0,YOUmedia Maker Monday ,2015-07-13T19:00:00Z,2015-07-13T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609",Drop in for a new maker activity every week. ,art/entertainment,library
0,0,0,0,0,0,Asteroids Video Game Design with Engineering for Kids,2015-07-13T19:00:00Z,2015-07-13T20:30:00Z,41.8949119,-87.7478671,"4856 W. Chicago Avenue, Chicago, IL 60651",Code and build your own asteroids game using Multimedia Fusion 2.5. Bring your own lap top if you have one or share one that we (Engineering for Kids) will provide. Students will complete the workshop and save their game on a USB flash drive (also provided by Engineering for Kids) that can be played on a computer,art/entertainment,library
0,0,0,0,0,0,Teen Reading Cafe,2015-07-13T19:00:00Z,2015-07-13T19:30:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609", Work on your summer reading a bit at a time over a tasty beverage.,art/entertainment,library
0,1,0,0,0,0,Maker Monday,2015-07-13T19:00:00Z,2015-07-13T21:00:00Z,41.990996,-87.660757,"6000 N. Broadway, Chicago, IL 60660","Learn how to turn an old t-shirt into a reusable bag. If you really want to challenge yourself, experiment with our e-textiles to give your bag some flair. We will supply the e-textiles, but please bring your own t-shirts!",art/entertainment,library
0,0,0,0,0,0,YOUmedia Open Hours,2015-07-13T20:00:00Z,2015-07-13T22:30:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come hang out and mess around with all our tech gear, including laptops, a 3D printer, a sticker maker and video games. Learn how to make simple crafts like buttons to stop motion animation. Every day is different so feel free to drop in!",art/entertainment,library
0,0,0,0,0,0,Game Night!,2015-07-13T20:00:00Z,2015-07-13T23:00:00Z,41.909437,-87.768889,"5724 W. North Avenue, Chicago, IL 60639","<img src=""https://chipublib.bibliocommons.com/events/images/full/f3d07cfd4f4e1cb33db57f37a714fee2/Defy Gravity 300x230.jpg"" unselectable=""on"">Come play PS3 video games or go old-school with table-top board gaming! ",art/entertainment,library
0,0,0,0,0,0,The Art of Space,2015-07-13T20:00:00Z,2015-07-13T21:30:00Z,41.889163,-87.765762,"5615 W. Race Avenue, Chicago, IL 60644",Transfer your favorite space image to an earthly canvas using vibrant colors and pencils. Jacqueline Doctor Johnson shares her artistic talents once again to help you create a work of art to take home.,art/entertainment,library
0,0,0,0,0,0,Maker Monday,2015-07-13T20:00:00Z,2015-07-13T22:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Come and swag your bag or create LED wearables, just bring your creativity.",art/entertainment,library
0,0,0,0,0,0,Steamrollers Club,2015-07-13T20:30:00Z,2015-07-13T21:30:00Z,41.832264,-87.61753,"3436 S. King Drive, Chicago, IL 60616","Teen STEAM activities: crafts, games, brain teasers, challenges.  Join us as we steamroll through these fun activities!",entertainment,library
0,0,0,0,0,0,Teen Book Club:  Hannah's Touch by Laura Langston,2015-07-13T21:00:00Z,2015-07-13T22:00:00Z,41.938837,-87.754554,"5108 W. Belmont Avenue, Chicago, IL 60641","Hannah nearly dies in <a id=""ember5685"" href=""/item/show/8427876081"" data-add-title-link=""8427876081"">Hannah's Touch</a>.  When she recovers, she discovers she has the power to heal, but why and for what purpose?   Books are available at the branch for check out.  Ages 11 and up welcome.",art/entertainment,library
1,0,0,0,0,0,Introduction to Photography &amp; Video,2015-07-13T21:00:00Z,2015-07-13T22:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Take your knowledge of video and photography to a new level by planning a solo or group trip to a place of your choice. The trip will require research into a location, a theme, other artists, and planning, but the results will be totally unique!",art/entertainment,library
0,0,0,0,1,0,Get Wreckt,2015-07-13T21:00:00Z,2015-07-13T22:00:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Interested in engineering, taking apart objects to see how they work and creating something new from scratch? Then join us for our Get Wreckt workshop to destroy old electronic equipment and build a functional product.",art/entertainment,library
1,0,0,0,0,0,Photography &amp; Videography,2015-07-13T21:30:00Z,2015-07-13T23:30:00Z,41.780263,-87.607001,"731 E. 63rd Street, Chicago, IL 60637",Create unique photos and videos with our green screen and LED lighting.,art/entertainment,library
1,0,0,0,0,0,Teen Resume and Cover Letter Workshop,2015-07-13T22:00:00Z,2015-07-13T23:30:00Z,41.778837,-87.723538,"4020 W. 63rd Street, Chicago, IL 60629",Come learn how to research and build the BEST resume and cover letter.,art/entertainment,library
0,0,0,0,0,0,Paper Circuits,2015-07-13T23:00:00Z,2015-07-14T00:00:00Z,41.738396,-87.702283,"8530 S. Kedzie Avenue, Chicago, IL 60652","Use conductive ink, thread, or tape to create a complete circuit with paper, batteries, and light-up LED lights. Make working paper-gadgets or paper dolls!",art,library
0,0,0,0,0,0,YOUmedia Gamer Tuesday,2015-07-14T19:00:00Z,2015-07-14T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609",Play and design video games. ,art/entertainment,library
0,0,0,0,0,0,Intuit Art Workshop,2015-07-14T19:00:00Z,2015-07-14T20:00:00Z,41.738396,-87.702283,"8530 S. Kedzie Avenue, Chicago, IL 60652","<a href=""http://www.art.org/"">The Center for Intuitive and Outsider Art</a> is hosting an art workshop. Let us empower your creativity! ",art/entertainment,library
0,0,0,0,1,0,Life After High School Workshop Series,2015-07-14T19:00:00Z,2015-07-14T20:30:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624","Thinking about getting a job? Starting to think about college? A new workshop series presented by the University of Illinois at Chicago will guide you on your way! Learn how to search for colleges and jobs, create a resume, find out about financial aid, and more. ",art/entertainment,library
0,0,0,0,0,0,Teen Reading Cafe,2015-07-14T19:00:00Z,2015-07-14T19:30:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609", Work on your summer reading a bit at a time over a tasty beverage.,art/entertainment,library
0,0,0,0,0,0,Teen Internet Cafe,2015-07-14T20:00:00Z,2015-07-14T23:00:00Z,41.8949119,-87.7478671,"4856 W. Chicago Avenue, Chicago, IL 60651","Let's explore engineering, science, books and computers. We will create an Internet cafÍ© for you. For teens only.",art/entertainment,library
0,0,0,0,0,0,Art &amp; Graphic Design,2015-07-14T20:00:00Z,2015-07-14T21:30:00Z,41.876755,-87.627872,"400 S. State Street, Chicago, IL 60605","Work with our artists to learn and improve skills in art and graphic design. Get hands on with pencils, paint, tablets, and printing, and design with Photoshop and Illustrator. Whether you want to make a flyer, design a t-shirt, or make a masterpiece, this workshop will offer tools and guidance.",art/entertainment,library
0,0,0,0,0,0,Teen Book Discussion: Game Over by James Patterson,2015-07-14T20:30:00Z,2015-07-14T22:00:00Z,41.842201,-87.724683,"2708 S. Pulaski Road, Chicago, IL 60623","<img src=""https://chipublib.bibliocommons.com/events/images/full/f3d07cfd4f4e1cb33db57f37a714fee2/Defy Gravity 300x230.jpg"" unselectable=""on"">Set in Tokyo, <a id=""ember14161"" href=""/item/show/8603200081"" data-add-title-link=""8603200081"">Game Over</a> finds fifteen-year-old Daniel X facing two of the most dangerous aliens on the planet, who are plotting to use video games to control children and turn them into an army of doom. ",art/entertainment,library
0,0,0,0,0,0,YOUmedia New Media Arts in Painting &amp; Drawing,2015-07-14T21:00:00Z,2015-07-14T23:00:00Z,41.857801,-87.661115,"1805 S. Loomis Street, Chicago, IL 60608","Arts and crafts aficionados use Fresh Paint, a new media arts Microsoft app, to paint and draw on canvases in ways that make the end product look like it was handmade.",art/entertainment,library
0,0,0,0,0,0,CyberNavigator OverDrive Workshop,2015-07-14T21:00:00Z,2015-07-14T22:00:00Z,41.9627,-87.6844,"4455 N. Lincoln Avenue, Chicago, IL 60625",Our CyberNavigator will be in YOUmedia to fill you in on everything you need to know to check out eBooks and digital audiobooks using OverDrive. For teens in grades 9-12.,art/entertainment,library
0,0,0,0,1,0,Origami With Jun,2015-07-14T21:00:00Z,2015-07-14T22:00:00Z,41.8495331,-87.7051215,"2311 S. Kedzie Avenue, Chicago, IL 60623","Come join Jun, the Children's Librarian at the Little Village branch to create amazing animals and much more.",art/entertainment,library
0,0,0,0,1,0,Tactical Tuesday,2015-07-14T21:00:00Z,2015-07-14T22:00:00Z,41.87934,-87.725415,"115 S. Pulaski Road, Chicago, IL 60624",Love games and gaming? Then you need to come meet some other teens with similar interests and check out our PS3 and game collection while you're at it. For teens in grades 9 through 12.,art/entertainment,library
0,0,0,0,0,0,Teen Tech Tuesday,2015-07-14T21:30:00Z,2015-07-14T23:00:00Z,41.8943707,-87.7064607,"733 N. Kedzie Avenue, Chicago, IL 60612","<img src=""https://chipublib.bibliocommons.com/events/images/full/d35d8b1729114367ff3cf5bb00c59819/Video.jpg"" unselectable=""on"">You can be anywhere in the universe when you take a <strong>green screen</strong> #selfie. ",art/entertainment,library
0,0,0,0,0,0,Input/Output: Teens Make Music ,2015-07-14T22:00:00Z,2015-07-14T23:00:00Z,41.720915,-87.642915,"9525 S. Halsted Street, Chicago, IL 60628","Combine your creativity with our equipment to create music that is entirely your own! Make beats, mix loops, sample sounds, record vocals and produce it all. ",art/entertainment,library
0,0,0,0,0,0,Hands-On Solar Activities with Adler Summer Interns,2015-07-14T22:00:00Z,2015-07-14T23:00:00Z,41.762506,-87.563816,"2505 E. 73rd Street, Chicago, IL 60649","This summer, <a href=""http://www.adlerplanetarium.org/"">the Adler</a> brings the Universe a little closer to you! Adler teen interns are on the move, bringing telescopes and science activities to library locations around Chicago. In areas where solar viewing is possible, and weather permitting, participants can take a look at the sun through specialized solar filters.",art/entertainment,library
0,0,0,0,1,0,Dark Matter Series: Science in Motion,2015-07-14T23:00:00Z,2015-07-15T00:30:00Z,41.936689,-87.786083,"3104 N. Narragansett Avenue, Chicago, IL 60634"," Join us for science, crafts, games,<em> </em><a id=""ember16228"" href=""https://chipublib.bibliocommons.com/item/show/8695681081"" data-add-title-link=""8695681081""><u>Ender's Game</u></a> book talk, and more!",art/entertainment,library
0,0,0,0,0,0,Teen Book Chat:  Scary Stories ,2015-07-14T23:30:00Z,2015-07-15T00:30:00Z,41.925437,-87.657573,"1150 W. Fullerton Avenue, Chicago, IL 60614","What scares you?  Come prepared to discuss your favorite scary book, movie, urban legend, author_„_ whatever makes you want to hide under the covers!",entertainment,library
0,0,0,0,0,0,YOUmedia Create Wednesday ,2015-07-15T19:00:00Z,2015-07-15T23:00:00Z,41.808817,-87.675101,"2111 W. 47th Street, Chicago, IL 60609","Draw, make zines and do crafts. ",art/entertainment,library
